id_observation;annee;region;milieu_dominant;population;taux_urbanisation_pct;nombre_menages;taille_menage_moy;part_menages_bois_chauffe_pct;part_menages_charbon_pct;part_menages_petrole_pct;part_menages_gaz_pct;part_menages_electricite_pct;taux_foyers_ameliores_pct;cons_bois_chauffe_m3_par_hab;cons_charbon_m3_ebr_par_hab;prix_bois_ariary_stere;prix_charbon_ariary_sac;demande_bois_chauffe_m3_ebr;demande_charbon_m3_ebr;demande_totale_m3_ebr;taux_pauvrete_estime_pct;source_principale;statut_donnee;commentaire_collecte
DEM-2025-15;2025;Betsiboka;rural;495001;15.66;115861;4.27;78.29;19.64;0.48;0.84;1.05;23.74;0.564;0.7029;34145;10152;252919.78;78062.42;330982.2;73.87;projection_scenario_tendanciel;projection_scenario;
DEM-2004-01;2004;Analamanga;mixte;2348533;29.37;549383;4.27;36.94;61.24;0.34;1.36;0.74;12.76;0.5072;0.8794;5273;1529;285805.3;856190.57;1141995.87;63.16;simulation_utilisateur + extrapolation_regionale;historique_synthetique;a verifier
DEM-2010-18;2010;Androy;rural;696584;6.51;148894;4.68;94.94;3.99;0.76;0;0;10.02;0.6338;0.6155;10475;3158;391996.01;16051.73;408047.74;79.42;simulation_utilisateur + extrapolation_regionale;historique_synthetique;
DEM-2027-15;2027;Betsiboka;rural;522744;16.76;123429;4.24;78.23;18.98;0.53;1.18;1.58;22.94;0.5595;0.7166;39708;12804;256253.25;79775.38;336028.63;75.76;projection_scenario_tendanciel;projection_scenario;source secondaire
DEM-2019-22;2019;SAVA;rural;1165670;19.56;322051;3.62;75.98;23.36;0.18;0.27;0.18;21.21;0.5474;0.7514;21113;6738;575413.81;252314.21;827 728;77.76;simulation_utilisateur + extrapolation_regionale;historique_synthetique;a verifier
DEM-2002-08;2002;Ihorombe;rural;257918;3;53500;4.82;78.48;20.05;1.06;0;0;7.73;0.6565;0.5769;5215;1576;78274.55;17568.08;95842.63;76.96;simulation_utilisateur + extrapolation_regionale;historique_synthetique;source secondaire
DEM-2018-05;2018;Haute Matsiatra;rural;1434960;17.58;293 842;4.88;74.68;23.75;0.58;0.14;0.38;16.88;0.5641;0.7352;17240;5429;728931.22;311813.37;1040744.59;70.41;INSTAT_RGPH3_2018 + simulation_utilisateur;historique_synthetique;a verifier
DEM-2008-10;2008;Atsinanana;rural;1104942;21.86;270241;4.09;71.27;28.22;0.44;0;0;11.16;0.5495;0.7942;8140;2336;359488.19;210615.2;570103.39;73.51;simulation_utilisateur + extrapolation_regionale;historique_synthetique;donnee agregee
DEM-2001-08;2001;Ihorombe;rural;248423;3;51605;4.81;78.53;19.95;1.08;0;0;6.2;0.6591;0.5787;4776;1436;69182.05;16158.58;-;76.84;simulation_utilisateur + extrapolation_regionale;historique_synthetique;a verifier
DEM-2010-16;2010;Melaky;rural;235655;6.71;51231;4.6;85.77;13.4;0.86;0;0;10.3;;0.6175;10314;3259;117533.47;17812.75;135346.22;78.29;simulation_utilisateur + extrapolation_regionale;historique_synthetique;estimation
DEM-2026-06;2026;Amoron'i Mania;rural;1013642;16.8;214767;4.72;81.78;15.57;0.42;1.18;1.16;25.02;0.5562;0.714;32473;11174;510786.28;130342.6;641128.88;77.72;projection_scenario_tendanciel;projection_scenario;a verifier
DEM-2000-19;2000;Anosy;rural;470696;7.86;102700;4.58;89.13;9.83;0.8;0;0;4.59;0.6352;0.6384;4114;;142 725;15096.23;157820.95;73.47;simulation_utilisateur + extrapolation_regionale;historique_synthetique;estimation
DEM-2014-06;2014;Amoron'i Mania;rural;761878;11.55;156362;4.87;88.1;11.09;0.62;0;0;14.68;0.5994;0.6684;12691;3821;465360.6;64887.58;530248.18;78.8;simulation_utilisateur + extrapolation_regionale;historique_synthetique;source secondaire
DEM-2020-05;2020;Haute Matsiatra;rural;1526856;17.53;315917;4.83;75.03;24.0;0.4;0.19;0.7;20.3;0.5593;0.7295;22603;6816;785678.22;339692.41;1125370.63;71.0;simulation_utilisateur + extrapolation_regionale;historique_synthetique;donnee agregee
DEM-2029-14;2029;Sofia;rural;2103321;16.66;551212;3.82;70.65;26.46;0.22;1.45;1.89;26.76;0.5543;0.7098;46867;13596;849651.02;429491.02;1279142.04;75.7;projection_scenario_tendanciel;projection_scenario;donnee agregee
DEM-2023-06;2023;Amoron'i Mania;rural;940502;15.62;196702;4.78;84.25;13.55;0.46;0.51;0.75;21.99;0.5668;0.7051;26644;8085;511216.63;106468.28;617684.91;77.62;estimation_synthetique_calibree;historique_synthetique;
DEM-2006-16;2006;Melaky;rural;208231;5.57;44756;4.65;85.98;12.46;0.86;0;0;8.14;0.6419;0.6068;6492;2103;84734.15;11619.79;96353.94;78.41;simulation_utilisateur + extrapolation_regionale;historique_synthetique;
DEM-2012-13;2012;Boeny;mixte;753806;32.07;179401;4,20;56.0;43.86;0.49;0.04;0;17.1;0.4872;0.9029;9419;3121;212372.69;300621.62;512994.31;67.51;simulation_utilisateur + extrapolation_regionale;historique_synthetique;a verifier
DEM-2028-22;2028;SAVA;rural;1503036;23.09;432453;3.48;70.12;26.74;0.05;1.47;1.7;26.38;0.5217;0.7834;38834;14220;580945.69;346730.72;927676.41;76.98;projection_scenario_tendanciel;projection_scenario;source secondaire
DEM-2000-07;2000;Vatovavy-Fitovinany;rural;903613;3;181906;4.97;93.47;5.17;1.64;0;-;4.82;0.6614;0.5804;4474;1498;290532.06;14405.77;;139.34;simulation_utilisateur + extrapolation_regionale;historique_synthetique;estimation
DEM-2002-06;2002;Amoron'i Mania;rural;570560;4.81;110514;5.16;90.1;9.4;0.83;0;0;8.07;0.6461;0.5979;4881;1616;188237.19;19678.94;207916.13;80.56;simulation_utilisateur + extrapolation_regionale;historique_synthetique;source secondaire
DEM-2014-21;2014;DIANA;mixte;770892;31.72;212982;3.62;48.93;48.95;0.29;0.45;1.23;18.12;0.4878;0.8969;11673;4189;207715.22;380124.03;587839.25;62.57;simulation_utilisateur + extrapolation_regionale;historique_synthetique;donnee agregee
DEM-2001-07;2001;Vatovavy-Fitovinany;rural;928090;3;189546;4.9;92.18;5.97;1.68;0;0;5.9;0.6596;0.5791;4924;1420;304704.76;17939.78;322644.54;76.1;simulation_utilisateur + extrapolation_regionale;historique_synthetique;
DEM-2009-05;2009;Haute Matsiatra;rural;1161665;12.43;229151;5.07;79.09;20.57;0.6;0;0;10.25;0.6016;0.6849;76016.0;2818;462280.67;147873.19;610153.86;71.59;simulation_utilisateur + extrapolation_regionale;historique_synthetique;estimation
DEM-2018-10;2018;Atsinanana;mixte;1479503;27.78;377977;3.91;66.58;32.82;0.32;0.33;0.17;18.8;0.5076;0.8502;17337;5938;635332.31;530067.98;1165400.29;74.08;INSTAT_RGPH3_2018 + simulation_utilisateur;historique_synthetique;a verifier
DEM-2005-14;2005;Sofia;rural;1018767;5.55;242523;4.2;78.36;21.13;0.67;0;0;7.65;0.6428;0.6071;6533;2130;362451.37;92981.16;455432.53;79.75;simulation_utilisateur + extrapolation_regionale;historique_synthetique;a verifier
DEM-2007-18;2007;Androy;rural;637969;4.24;136485;4.67;95.13;3.73;0.83;0;0;10.96;0.6444;0.5877;7680;2649;300410.42;10947.33;311357.75;81.55;simulation_utilisateur + extrapolation_regionale;historique_synthetique;
DEM-2030-08;2030;Ihorombe;rural;604830;14.69;140914;4.29;67.87;27.54;0.56;1.7;2.04;24.27;0.5682;0.691;50810;14954;249187.64;123394.52;372582.16;73.15;projection_scenario_tendanciel;projection_scenario;a verifier
DEM-2004-08;2004;Ihorombe;rural;271076;3;56396;4.81;77.8;20.79;1.08;0.0;0;5.97;0.6594;0.579;6159;1914;90944.43;21906.18;112850.61;76.42;simulation_utilisateur + extrapolation_regionale;historique_synthetique;donnee agregee
DEM-2011-14;2011;Sofia;rural;1224286;8.22;297720;4.11;77.51;22.0;0.43;0;0;14.22;0.6178;0.6302;10918;3191;584303.46;168510.05;752813.51;78.21;simulation_utilisateur + extrapolation_regionale;historique_synthetique;
DEM-2009-01;2009;Analamanga;mixte;2744525;32.16;653393;4.2;33.72;62.75;-;1.57;1.2;15.41;0.4889;0.9071;7665;2364;382877.46;1346966.24;1729843.7;61.51;simulation_utilisateur + extrapolation_regionale;historique_synthetique;estimation
DEM-2010-10;2010;Atsinanana;rural;1174760;23.58;288024;4.08;70.63;29.54;0.4;0;0;16.71;0.5326;0.8052;8944;2771;403843.55;257331.75;661175.3;74.31;simulation_utilisateur + extrapolation_regionale;historique_synthetique;
DEM-2013-19;2013;Anosy;rural;695685;14.23;161841;4.3;86.59;12.6;0.63;0;0;15.73;;0.698;11901;3606;366853.92;66307.58;433161.5;72.61;simulation_utilisateur + extrapolation_regionale;historique_synthetique;donnee agregee
DEM-2019-14;2019;Sofia;rural;1542370;12.01;389752;3.96;75.39;23.86;0.37;0.05;0.14;17.34;0.5928;0.67;19848;5900;824608.16;299486.34;1124094.5;77.77;simulation_utilisateur + extrapolation_regionale;historique_synthetique;source secondaire
DEM-2019-12;2019;Alaotra-Mangoro;rural;1279493;14.3;304607;4.2;72.23;27.78;0.34;0.07;0.12;17.91;0.5799;0.6957;19470;6248;661968.52;298048.45;960016.97;80.97;simulation_utilisateur + extrapolation_regionale;historique_synthetique;donnee agregee
DEM-2002-02;2002;Vakinankaratra;rural;1386187;7.22;290163;4.78;84.51;15.18;0.62;0;0;7.21;0.6345;0.6275;5126;1692;436101.38;80852.57;516953.95;83.32;simulation_utilisateur + extrapolation_regionale;historique_synthetique;donnee agregee
DEM-2018-07;2018;Vatovavy-Fitovinany;rural;1439868;9.66;312907;4.6;89.63;8.79;1.4;0.01;0.05;17.15;0.6055;0.6431;20117;6080;936433.21;101535.45;1037968.66;73.55;INSTAT_RGPH3_2018 + simulation_utilisateur;historique_synthetique;a verifier
DEM-2023-02;2023;Vakinankaratra;rural;2371664;17.7;540980;4.38;77.49;20.17;0.34;0.69;0.79;21.01;0.5574;0.7303;28948;9055;1178122.5;419504.67;1597627.17;79.84;estimation_synthetique_calibree;historique_synthetique;source secondaire
DEM-2026-08;2026;Ihorombe;rural;530823;13.51;119434;4.44;72.09;25.65;0.71;1.03;1.2;25.04;0.5732;0.6765;37230;12067;239517.67;106748.66;346266.33;72.84;projection_scenario_tendanciel;projection_scenario;source secondaire
DEM-2019-21;2019;DIANA;mixte;920319;34.76;260791;3.53;47.23;49.94;0.34;0.63;1.59;30.12;0.4569;0.9088;17675;6290;246427.95;511597.98;758025.93;62.12;simulation_utilisateur + extrapolation_regionale;historique_synthetique;
DEM-2001-20;2001;Menabe;rural;399832;7.54;86570;4.62;80.35;18.65;0.69;0;0;7.21;0.6328;0.6312;4472;1389;109757.06;26342.11;136099.17;74.64;simulation_utilisateur + extrapolation_regionale;historique_synthetique;donnee agregee
DEM-2015-03;2015;Itasy;rural;822859;15.01;183433;4.49;85.59;13.5;0.43;0;;18.38;0.5754;0.7033;12607;4019;474734.32;95957.43;570691.75;72.19;simulation_utilisateur + extrapolation_regionale;historique_synthetique;
DEM-2011-17;2011;Atsimo-Andrefana;rural;1457612;10.59;330689;4.41;78.63;20.46;0,41;0;0;14.08;0.6055;0.658;10331;3442;656160.76;194835.5;850996.26;77.63;simulation_utilisateur + extrapolation_regionale;historique_synthetique;estimation
DEM-2009-13;2009;Boeny;mixte;681336;30.37;161825;4.21;56.81;43.11;0.5;0;0;13.87;0.5004;0.889;7902;2332;174560.99;222449.85;397010.84;68.39;simulation_utilisateur + extrapolation_regionale;historique_synthetique;
DEM-2001-17;2001;Atsimo-Andrefana;rural;1093285;5.8;235294;4.65;81.95;18.15;0.57;0;0;5.31;0.6453;0.613;4381;1504;311924.73;69153.63;381078.36;78.24;simulation_utilisateur + extrapolation_regionale;historique_synthetique;
DEM-2002-12;2002;Alaotra-Mangoro;rural;802937;6.81;177 089;4.53;77.28;22.73;0.59;0;;6.34;0.6381;0.6237;5304;1561;229 668;68684.54;298352.33;84.2;simulation_utilisateur + extrapolation_regionale;historique_synthetique;source secondaire
DEM-2029-15;2029;Betsiboka;rural;565277;18.59;132936;4.25;75.5;20,65;0.48;1.57;1.82;26.5;0.5447;0.7321;42400;13470;241608.81;87888.06;329496.87;75.02;projection_scenario_tendanciel;projection_scenario;source secondaire
DEM-2028-11;2028;Analanjirofo;rural;1510001;20.2;450937;3.35;77.16;19.49;0;1.4;1.63;24.29;0.5396;0.7539;41937;14433;664530.72;245433.48;909964.2;72.69;projection_scenario_tendanciel;projection_scenario;source secondaire
DEM-2016-19;2016;Anosy;rural;764251;14.92;177761;4.3;85.03;14.35;0.64;0.01;0;18.09;0.5763;0.7027;13687;4327;445415.68;93400.54;538816.22;73.53;simulation_utilisateur + extrapolation_regionale;historique_synthetique;
DEM-2014-14;2014;Sofia;rural;1327677;10.78;328680;32.32;76.33;22.56;0.54;0;;13.76;0.605;0.6606;12203;4400;701455.12;220481.31;921936.43;78.83;simulation_utilisateur + extrapolation_regionale;historique_synthetique;source secondaire
DEM-2003-07;2003;Vatovavy-Fitovinany;rural;985623;3.19;202984;4.86;92.15;5.85;1.55;0;0;7.02;-;0.58;5318;1683;370244.07;20654.98;390899.05;76.72;simulation_utilisateur + extrapolation_regionale;historique_synthetique;donnee agregee
DEM-2006-21;2006;DIANA;mixte;592019;27.82;160037;3.7;52.73;;0.46;0;0.59;11.42;0.5172;0.8637;6455;2047;114968.99;167236.92;282205.91;63.31;simulation_utilisateur + extrapolation_regionale;historique_synthetique;
DEM-2027-06;2027;Amoron'i Mania;rural;;16.96;223023;4.67;81.43;14.53;0.54;1.33;1.49;25.3;0.5549;0.7153;38296;12518;521195.3;115734.19;636929.49;78.74;projection_scenario_tendanciel;projection_scenario;
DEM-2000-18;2000;Androy;rural;506432;3;105786;4.79;96;2.63;0.8;0;0;5.8;0.6597;0.5792;4219;1480;171269.83;4118.04;175387.87;81.58;simulation_utilisateur + extrapolation_regionale;historique_synthetique;source secondaire
DEM-2028-01;2028;Analamanga;mixte;4959482;43.23;1279816;3.88;22.72;70.61;0;3.56;3.5;30.24;0.4136;1.0041;33980;11218;504675.88;3810518.0;4315193.88;58.65;projection_scenario_tendanciel;projection_scenario;
DEM-2020-01;2020;Analamanga;mixte;3878620;38.67;960191;4.04;28.26;67.49;0.19;2.38;1.92;24.96;0.4431;0.9634;18219;5626;592932.75;2993268.9;3586201.65;58.91;simulation_utilisateur + extrapolation_regionale;historique_synthetique;doublon possible
DEM-2010-12;2010;Alaotra-Mangoro;rural;999089;9.72;227469;n/a;74.12;24.81;0.57;0;0;13.8;0.6106;0.6482;9314;2956;413189.7;149700.07;562889.77;82.16;simulation_utilisateur + extrapolation_regionale;historique_synthetique;donnee agregee
DEM-2003-02;2003;Vakinankaratra;rural;1414488;7.7;296736;4.77;84.22;14.98;0.63;0;0;6.12;0.6336;0.6345;5781;1719;464217.64;85403.24;549620.88;82.9;simulation_utilisateur + extrapolation_regionale;historique_synthetique;a verifier
DEM-2021-07;2021;Vatovavy-Fitovinany;rural;1554073;10.95;343132;4.53;87.77;10.54;1.43;0.25;0.24;20.86;0.5929;0.653;26079;8063;980844.25;130164.0;1111008.25;73.71;simulation_utilisateur + extrapolation_regionale;historique_synthetique;a verifier
DEM-2017-22;2017;SAVA;rural;1085272;18.6;298086;3.64;76,34;23.36;0.24;0.11;0.15;16.57;0.5592;0.7476;16373;5595;586197.63;233590.85;819788.48;77.19;simulation_utilisateur + extrapolation_regionale;historique_synthetique;
DEM-2002-22;2002;SAVA;rural;699297;10.83;177593;3.94;80.26;19.2;0.37;0;0;7.43;0.6146;0.6698;5177;1564;205515.01;55221.74;260736.75;79.89;simulation_utilisateur + extrapolation_regionale;historique_synthetique;estimation
DEM-2014-19;2014;Anosy;rural;711917;13.57;165113;4.31;85.3;13.53;0.6;0;0;14.23;0.5894;0.6925;13055;3732;413528.76;77613.42;491142.18;74.06;simulation_utilisateur + extrapolation_regionale;historique_synthetique;donnee agregee
DEM-2025-10;2025;Atsinanana;mixte;1793293;31.87;466124;3.85;62.27;35.43;0,13;1.29;1.22;26.69;0.476;0.8826;32517;9870;628908.7;639997.99;1268906.69;72.42;projection_scenario_tendanciel;projection_scenario;estimation
DEM-2005-11;2005;Analanjirofo;rural;819272;9.67;213817;3.83;88.09;12.2;0.4;0;0;7.28;0.6211;0.6564;6065;2096;296786.65;45316.67;342103.32;75.27;simulation_utilisateur + extrapolation_regionale;historique_synthetique;donnee agregee
DEM-2024-16;2024;Melaky;rural;377639;13.3;86 486;4.37;81.27;15.84;n/a;0.74;0.91;23.95;0.5759;0.6756;27922;9291;211358.6;46739.87;258098.47;74.51;estimation_synthetique_calibree;historique_synthetique;donnee agregee
DEM-2008-18;2008;Androy;rural;661749;5.41;141581;4.67;95.41;3.94;0.82;0;0;9.7;0.6402;0.603;8796;2803;330263.67;13036.26;343299.93;81.15;simulation_utilisateur + extrapolation_regionale;historique_synthetique;a verifier
DEM-2019-15;2019;Betsiboka;rural;408037;13.17;93129;4.38;82.86;16.91;0.66;0;0;20.34;0.5821;0.6792;19577;6312;238309.26;58557.67;296866.93;76.71;simulation_utilisateur + extrapolation_regionale;historique_synthetique;estimation
DEM-2015-02;2015;Vakinankaratra;rural;1914943;13.26;424404;4.51;82.64;17.07;0.41;0.12;0;16.09;0.5882;0.6863;15120;4413;1096460.1;264619.83;1361079.93;82.38;simulation_utilisateur + extrapolation_regionale;historique_synthetique;donnee agregee
DEM-2005-09;2005;Atsimo-Atsinanana;rural;729373;3;134164;5.44;94.17;4.18;1.2;0;0;6.77;0.6581;0.5781;6480;1865;306164.86;12552.67;318717.53;79.38;simulation_utilisateur + extrapolation_regionale;historique_synthetique;donnee agregee
DEM-2012-07;2012;Vatovavy-Fitovinany;rural;1230834;7.28;261332;4.71;91.47;7.63;1.45;0;0;12.97;0.6249;0.6209;12024;3684;734185.78;60208.58;794394.36;75.37;simulation_utilisateur + extrapolation_regionale;historique_synthetique;
DEM-2000-21;2000;DIANA;rural;482384;23.73;126343;3.82;55.81;43.72;0.61;0;0.28;8.23;0.5436;0.821;4204;1340;78414.42;92408.22;170822.64;66.91;simulation_utilisateur + extrapolation_regionale;historique_synthetique;
DEM-2024-11;2024;Analanjirofo;rural;1343415;18.77;386501;3.48;79.94;17.81;0.13;0.88;0.84;23,53;0.5481;0.7388;31587;10302;679186.56;205282.37;884468.93;72.83;estimation_synthetique_calibree;historique_synthetique;
DEM-2013-09;2013;Atsimo-Atsinanana;rural;903816;4.87;171791;5.26;93.09;6.02;1.04;0;0;15,03;0.6343;0.5902;12431;3804;577826.96;36068.4;-;77.98;simulation_utilisateur + extrapolation_regionale;historique_synthetique;
DEM-2009-06;2009;Amoron'i Mania;rural;676043;-;135046;5.01;89.41;10.5;0.77;0;0;11.45;0.6171;0.6452;8226;2831;317923.33;39987.4;357910.73;79.24;simulation_utilisateur + extrapolation_regionale;historique_synthetique;donnee agregee
DEM-2011-11;2011;Analanjirofo;rural;957892;11,82;257864;3.71;85.78;14.45;0.25;0;0;13.32;0.6001;0.6735;11098;3574;464401.15;92304.93;556706.08;74.17;simulation_utilisateur + extrapolation_regionale;historique_synthetique;source secondaire
DEM-2022-19;2022/2023;Anosy;rural;916705;17.72;219753;4.17;82.08;16.46;0.5;0.65;;22.32;0.5553;0.7286;25199;7327;474329.3;;609964.28;70.3;estimation_synthetique_calibree;historique_synthetique;source secondaire
DEM-2030-16;2030;Melaky;rural;462628;15.91;109519;4.22;78.01;18.38;0.44;1.66;2.03;28.05;0.5562;0.6993;48879;16361;205242.71;64648.14;269890.85;75.32;projection_scenario_tendanciel;projection_scenario;
DEM-2002-04;2002;Bongolava;rural;419547;3;88318;4.75;90.08;9.21;0.76;0;0;5.11;0.6609;0.58;5106;1713;142884.97;12879.54;155764.51;80.79;simulation_utilisateur + extrapolation_regionale;historique_synthetique;
DEM-2028-13;2028;Boeny;mixte;1313989;41.83;344114;3.82;44.48;51.13;0.23;1.71;1.84;34.98;0.4153;0.9783;38361;11264;255391.36;738216.8;993608.16;66.01;projection_scenario_tendanciel;projection_scenario;estimation
DEM-2030-22;2030;SAVA;mixte;1610745;25.1;468189;3.44;68.13;28.13;0.07;1.89;2.13;29.72;0.5068;0.8006;51930;16455;586572.27;377453.36;964025.63;77.92;projection_scenario_tendanciel;projection_scenario;estimation
DEM-2027-21;2027;DIANA;mixte;1212010;38.54;358390;3.38;42.08;53.56;0.17;1.8;2.88;34,75;0.4321;0.9421;32724;11738;241830.69;650703.62;892534.31;60.47;projection_scenario_tendanciel;projection_scenario;
DEM-2006-20;2006;Menabe;rural;472273;9.85;104876;4.5;80.61;19.56;0.5;0;0;8.19;0.6187;0.6572;6699;2222;167377.14;45195.11;212572.25;72.25;simulation_utilisateur + extrapolation_regionale;historique_synthetique;source secondaire
DEM-2026-05;2026;Haute Matsiatra;rural;1766182;20.67;370520;4.77;70.91;25.85;0.45;1.12;1.84;24.25;0.5372;0.7594;33315;10992;770995.66;378613.37;1149609.03;71.11;projection_scenario_tendanciel;projection_scenario;estimation
DEM-2027-07;2027;Vatovavy-Fitovinany;rural;1808022;13.56;407095;4.44;84.62;11.75;1.24;1.27;1.56;24.89;0.5731;0.6773;39889;13547;936680.33;164093.42;1100773.75;72.62;projection_scenario_tendanciel;projection_scenario;a verifier
DEM-2012-06;2012;Amoron'i Mania;rural;724246;10.16;147147;4.92;88.43;11.06;0.73;0;0;15.42;0.6057;0.6511;10265;3462;391425.78;53069.09;444494.87;78.58;simulation_utilisateur + extrapolation_regionale;historique_synthetique;
DEM-2011-08;2011;Ihorombe;rural;334477;6.03;-71273.0;4.69;77.09;22.31;0.87;0;0;11.58;0.6338;0.6079;10178;3290;156097.42;43928.55;200025.97;77.42;simulation_utilisateur + extrapolation_regionale;historique_synthetique;a verifier
DEM-2004-12;2004;Alaotra-Mangoro;rural;844192;7.36;187724;4.5;76.19;23.29;0.67;;0;9.63;0.6298;0.626;6190;1795;262015.18;77581.44;339596.62;83.11;simulation_utilisateur + extrapolation_regionale;historique_synthetique;estimation
DEM-2022-13;2022;Boeny;mixte;1068468;38.55;268943;3.97;49.01;49.17;0.32;0.77;0.83;30.0;0.4377;0.9519;22378;6981;273794.58;603142.09;876936.67;66.43;estimation_synthetique_calibree;historique_synthetique;source secondaire
DEM-2020-20;2020;Menabe;rural;734123;16.75;174511;4.21;75.73;23.09;0.32;0.11;0.19;21.38;0.5618;0.7189;19445;6841;387623.77;150250.84;537874.61;72,78;simulation_utilisateur + extrapolation_regionale;historique_synthetique;a verifier
DEM-2023-03;2023;Itasy;rural;1035554;19.65;238642;4.34;80.87;16.72;0.36;0.8;0.71;21.65;0.5463;0.7517;24271;8167;522906.45;155408.97;678315.42;71.12;estimation_synthetique_calibree;historique_synthetique;source secondaire
DEM-2027-02;2027;Vakinankaratra;rural;2617672;19.03;599942;4.36;75.8;20.93;0.28;1.54;1.63;23.9;0.5462;0.7411;41633;12232;1225185.64;431281.24;1656466.88;78.46;projection_scenario_tendanciel;projection_scenario;estimation
DEM-2006-14;2006;Sofia;rural;1045927;6.53;244569;4.28;79.21;20.34;0.54;0;0;9.18;0.635;0.6169;6415;2170;373447.3;95090.01;468537.31;78.21;simulation_utilisateur + extrapolation_regionale;historique_synthetique;a verifier
DEM-2004-13;2004;Boeny;mixte;577348;27.82;135470;4.26;57.56;42.25;0.59;0;0;11.04;0.5178;0.8643;4845;1539;111672.29;-135172.84;246845.13;69.16;simulation_utilisateur + extrapolation_regionale;historique_synthetique;source secondaire
DEM-2029-04;2029;Bongolava;rural;928582;11.48;215657;4.31;80.59;15.94;0.27;1.57;1.86;26.8;0.5809;0.6509;44642;14356;463410.77;104265.85;567676.62;77.64;projection_scenario_tendanciel;projection_scenario;
DEM-2018-01;2018;Analamanga;mixte;3612025;38.11;898542;4.02;28.7;67.06;0.18;2.2;1.83;22.19;0.4492;0.9627;15511;5168;560414.22;2783631.03;3344045.25;61.28;INSTAT_RGPH3_2018 + simulation_utilisateur;historique_synthetique;a verifier
DEM-2005-13;2005;Boeny;mixte;596422;28.93;139768;4.27;57.67;42.27;0.67;0;0;12.24;0.5102;0.8753;5967;1834;123180.54;156106.65;279287.19;67.24;simulation_utilisateur + extrapolation_regionale;historique_synthetique;estimation
DEM-2016-06;2016;Amoron'i Mania;rural;803898;11.6;165213;4.87;87.36;11.68;0.7;0;0;-;0.5945;0.6649;14327;4782;525483.37;74390.78;599874.15;79.98;simulation_utilisateur + extrapolation_regionale;historique_synthetique;
DEM-2005-16;2005;Melaky;rural;200093;4.97;42955;4.66;88.01;11.33;0.95;0;0;9.2;0.6434;0.5984;6603;2188;77341.47;9803.57;87145.04;77.58;simulation_utilisateur + extrapolation_regionale;historique_synthetique;source secondaire
DEM-2006-01;2006;Analamanga;mixte;2475654;30.5;579435;4.27;35.77;61.42;0.42;1.58;1.06;11.5;0.5028;0.8949;5640;1757;333211.55;1015823.48;1349035.03;62.01;simulation_utilisateur + extrapolation_regionale;historique_synthetique;a verifier
DEM-2015-13;2015;Boeny;mixte;841607;33.76;205341;4.1;53.78;45.22;0.44;0.21;0.06;24.37;0.4692;0.9086;11930;3897;253367.7;436277.6;689645.3;65.52;simulation_utilisateur + extrapolation_regionale;historique_synthetique;source secondaire
DEM-2016-09;2016;Atsimo-Atsinanana;rural;976334;6.18;185732;5.26;92.43;6.75;1.0;0;0;15.1;0.6273;0.6053;16679;4740;703752.96;49117.95;752870.91;79.32;simulation_utilisateur + extrapolation_regionale;historique_synthetique;estimation
DEM-2019-07;2019;Vatovavy-Fitovinany;rural;1 487 755;10.02;324478;4.59;89.13;9.72;1.32;0.04;0;19.39;0.6001;0.6442;22216;6090;976975.43;113750.86;1090726.29;74.79;simulation_utilisateur + extrapolation_regionale;historique_synthetique;donnee agregee
DEM-2021-17;2021;Atsimo-Andrefana;rural;1953615;15.78;n/a;4.23;74.37;23.93;0.32;0.34;0.65;20.42;0.5683;0.7092;23661;7674;1012350.84;396489.31;1408840.15;76.42;simulation_utilisateur + extrapolation_regionale;historique_synthetique;donnee agregee
DEM-2020-22;2020;SAVA;rural;1196194;19.69;331266;3.61;74.7;24.66;0.16;0.19;0.26;21.23;0.5467;0.7529;20046;7135;609044.26;272779.51;881823.77;77.18;simulation_utilisateur + extrapolation_regionale;historique_synthetique;
DEM-2016-04;2016;Bongolava;rural;629674;5.99;141156;4.46;88.51;11.46;0.48;0;0;16.78;0.6256;0.601;17839;5042;422119.3;;475469.61;77.95;simulation_utilisateur + extrapolation_regionale;historique_synthetique;
DEM-2007-14;2007;Sofia;rural;1076611;7.1;256245;4.2;77.59;21.11;0.61;0;0;8.35;0.6333;0.6246;7688;2214;413828.7;113634.43;527463.13;79.56;simulation_utilisateur + extrapolation_regionale;historique_synthetique;donnee agregee
DEM-2023-20;2023;Menabe;rural;820870;19.2;194748;4.22;72.81;24.89;0.33;0.69;0.62;23.77;0.5455;0.7434;26939;7913;370233.21;180002.08;550235.29;72.02;estimation_synthetique_calibree;historique_synthetique;a verifier
DEM-2011-10;2011;Atsinanana;rural;1216353;24.28;300002;4.05;69.2;29.89;0.47;0;0;16.51;0.5292;0.8136;10172;3470;436425.59;288747.22;725172.81;74.16;simulation_utilisateur + extrapolation_regionale;historique_synthetique;a verifier
DEM-2013-04;2013;Bongolava;rural;581983;4.38;128120;4.54;86.74;12.06;0.54;0;0;13.77;0.639;0.586;14008;4310;337335.22;46268.49;383603.71;78.28;simulation_utilisateur + extrapolation_regionale;historique_synthetique;source secondaire
DEM-2004-16;2004;Melaky;rural;192164;4.96;40974;4.69;88.43;11.22;0.94;0;0;6.65;0.6477;0.6014;5905;1985;70985.38;8813.18;79798.56;77.55;simulation_utilisateur + extrapolation_regionale;historique_synthetique;
