id_observation;annee;region;superficie_foret_hors_ap_ha;superficie_foret_humide_ha;superficie_foret_seche_ha;superficie_foret_epineuse_ha;superficie_mangrove_ha;superficie_pin_ha;superficie_eucalyptus_ha;reboisement_annuel_ha;taux_deforestation_pct;rendement_carbonisation_pct;part_carbonisation_amelioree_pct;nombre_centres_carbonisation;production_bois_feu_m3_ebr;production_bois_charbon_m3_ebr;production_charbon_tonnes;offre_totale_m3_ebr;volume_transporte_tonnes;distance_moyenne_marche_km;cout_transport_ariary_tonne_km;prix_producteur_charbon_ariary_sac;source_principale;statut_donnee;commentaire_collecte
OFF-2029-16;2029;Melaky;186745.57;0.0;170872.79;0.0;14370.62;225.32;1276.84;523.57;0.783;21.45;36.75;1;66527.4;80384.03;11210.03;146911.42;21167.16;68.1;411.92;9419;projection_scenario_tendanciel;projection_scenario;estimation
OFF-2029-02;2029;Vakinankaratra;ND;3910.95;0.0;0.0;0.0;12053.45;15830.67;6795.8;0.998;21.9;40.71;2;68648.84;339939.33;48394.74;408588.17;52040.48;68.9;344.34;9725;projection_scenario_tendanciel;projection_scenario;
OFF-2023-01;2023;Analamanga;94379.36;16077.96;365.06;0.0;0.0;417.08;77519.26;19982.12;1.467;18.2;27.97;0;708906.53;1824749.4;215879.46;2533655.93;304624.33;19.2;240.13;5708;estimation_synthetique_calibree;historique_synthetique;
OFF-2022-01;2022;Analamanga;90758.95;16379.6;371.19;0.0;0.0;396.05;73612.1;16929.65;1.355;18.76;29,33;;591015.88;1849812.84;225618.85;2440828.72;291390.31;19.1;193.37;5214;estimation_synthetique_calibree;historique_synthetique;
OFF-2018-20;2018;Menabe;307418.81;0.0;293123.6;0.0;13703.73;88.72;502.76;141.47;0.907;15.81;21.44;0;158809.06;115704.4;11887.99;274513.45;38333.78;46.3;133.93;3534;simulation_utilisateur + repartition_regionale;historique_synthetique;source secondaire
OFF-2025-19;2025;Anosy;157863.95;68891.42;4191.78;82635.31;0.0;0.0;2145.43;690.53;1.311;-;30.51;1;50599.78;64589.92;8497.13;115189.7;16075.61;49.6;285.03;7162;projection_scenario_tendanciel;projection_scenario;
OFF-2006-03;2006;Itasy;794.32;15.33;15.76;0.0;0.0;0.0;763.23;126.67;0.488;10.45;8.91;0;140.14;27287.9;1854.28;27428.04;ND;53.4;55.64;1459;simulation_utilisateur + repartition_regionale;historique_synthetique;donnee agregee
OFF-2012-07;2012;Vatovavy-Fitovinany;79026.37;78536.27;0.0;0.0;0.0;0.0;490.1;179.45;1.089;13.33;18.6;0;103268.43;84201.79;7294.12;187470.22;24569.49;84.4;89.46;2623;simulation_utilisateur + repartition_regionale;historique_synthetique;
OFF-2022-10;2022;Atsinanana;138020.57;132922.86;0.0;0.0;0.0;0.0;5097.71;1470.22;1.428;17.68;30.72;1;144277.68;138971.19;15973.2;283248.87;39 068;61.9;231.07;5918;estimation_synthetique_calibree;historique_synthetique;donnee agregee
OFF-2005-20;2005;Menabe;315203.85;0.0;301940.39;0.0;13137.05;18.96;107.45;92.09;0.274;8.49;4.86;0;194008.64;145216.31;8017.64;339224.95;41496.02;47.6;45.99;1300;Etude_JariAla_2005 + simulation_utilisateur;historique_synthetique;a verifier
OFF-2007-07;2007;Vatovavy-Fitovinany;82467.75;82157.96;0.0;0.0;0.0;0.0;309.79;110.56;0.547;9.47;8.56;0;129011.72;92414.14;5687.39;221425.85;27885.77;83.1;56.0;1663;source locale;historique_synthetique;
OFF-2010-20;2010;Menabe;309033.76;0.0;295789.31;0.0;12991.11;38.0;215.34;160.6;0.427;11.03;16.01;0;167125.49;133209.69;9552.32;300335.18;37915.49;53.2;85.16;2017;simulation_utilisateur + repartition_regionale;historique_synthetique;
OFF-2006-21;2006;DIANA;259654.97;173956.41;53340.79;0.0;18708.49;13649.28;0.0;1928.06;0.584;9.09;6.4;0;1078640.02;265115.79;15661.38;1343755.81;206997.54;43.5;53.4;1522;simulation_utilisateur + repartition_regionale;historique_synthetique;a verifier
OFF-2012-20;2012;Menabe;308753.58;0.0;295235.91;0.0;13182.87;50.22;284.57;155.46;0.577;12.88;13.56;0;163210.16;125809.27;10532.44;289019.43;38014.43;51.6;89.41;2360;simulation_utilisateur + repartition_regionale;historique_synthetique;donnee agregee
OFF-2017-13;2017;Boeny;150368.95;0.0;124358.12;0.0;25167.72;295.09;548.03;256.89;0.354;14.77;41.06;6;181010.53;121647.31;11678.39;302657.85;42158.17;33.5;124.68;3438;simulation_utilisateur + repartition_regionale;historique_synthetique;
OFF-2011-09;2011;Atsimo-Atsinanana;123343.36;123045.69;0.0;0.0;0.0;44.65;253.02;182.0;1.14;12.97;13.38;0;123828.28;101110.14;8524.69;224938.42;29279.34;64.6;82.82;2408;simulation_utilisateur + repartition_regionale;historique_synthetique;estimation
OFF-2003-08;2003;Ihorombe;65915.87;59084.39;6742.87;0.0;0.0;13.29;75.32;98.06;0.301;;5.98;0;93227.49;62870.07;2970.76;156097.57;19216.97;70.5;48.02;1195;simulation_utilisateur + repartition_regionale;historique_synthetique;
OFF-2001-09;2001;Atsimo-Atsinanana;131722.59;131678.93;0.0;0.0;0.0;6.55;37.11;n/a;0.567;7.2;0;0;159969.31;121076.99;5666.78;281046.3;33 441;65.8;40;1014;simulation_utilisateur + repartition_regionale;historique_synthetique;donnee agregee
OFF-2001-21;2001;DIANA;263410.8;178526.47;54433.03;0.0;18902.18;11549.12;0.0;2073.02;ND;7;4.71;0;1147085.11;295138.37;13428.8;1442223.49;217486.93;43.9;40;961;simulation_utilisateur + repartition_regionale;historique_synthetique;a verifier
OFF-2002-03;2002;Itasy;678.54;15.65;16.02;0.0;0.0;0.0;646.87;128.56;0.436;7;5.18;0;119.82;25431.36;1157.13;25551.19;970.41;50.3;42.56;1068;simulation_utilisateur + repartition_regionale;historique_synthetique;a verifier
OFF-2026-05;2026;Haute Matsiatra;65765.75;29925.82;1142.1;0.0;0.0;30543.19;4154.64;8450.72;1.314;19.75;33.77;1;236517.96;100470.34;12900.86;336988.3;53151.94;73.0;285.13;7285;projection_scenario_tendanciel;projection_scenario;estimation
OFF-2026-08;2026;Ihorombe;51256.82;44514.4;5490.98;0.0;0.0;187.72;1063.72;531.68;1.216;20.49;32.77;1;31940.29;36098.14;4807.72;68038.43;9691.58;69.5;308.65;7999;projection_scenario_tendanciel;projection_scenario;
OFF-2020-13;2020;Boeny;156856.14;0.0;128093.16;0.0;27592.48;409.67;760.82;429.84;0.843;20.18;41.58;9;140298.97;119455.66;15665.32;259754.64;38099.38;30.9;179.56;4289;GIZ_PAGE2_2024 + estimation_synthetique;historique_synthetique;donnee agregee
OFF-2023-09;2023;Atsimo-Atsinanana;103653.52;102695.3;0.0;0.0;0.0;143.73;814.49;450.99;1,28;18.19;28.67;0;68659.35;68507.96;8100.07;137167.31;19000.74;68.8;243.56;6037;estimation_synthetique_calibree;historique_synthetique;a verifier
OFF-2011-10;2011;Atsinanana;159507.83;156324.03;0.0;0.0;0.0;n/a;3183.8;586.65;0.975;12.85;14.02;0;193856.66;183827.12;15355.84;377683.78;47485.99;59.0;85.68;2103;simulation_utilisateur + repartition_regionale;historique_synthetique;
OFF-2009-06;2009;Amoron'i Mania;20302.67;19660.07;295.58;0.0;0.0;0.0;347.02;101.44;0.624;11.78;13.23;0;54983.01;42567.56;3260.78;97550.57;12570.78;57.1;69.97;1906;simulation_utilisateur + repartition_regionale;historique_synthetique;a verifier
OFF-2023-04;2023;Bongolava;4905.58;0.0;3172.99;0.0;0.0;0.0;1732.59;611.95;0.917;18.47;28.61;0;3009.32;17989.16;2159.92;20998.48;2312.81;89.3;232.59;6016;estimation_synthetique_calibree;historique_synthetique;a verifier
OFF-2017-20;2017;Menabe;293289.55;0.0;280404.31;0.0;12392.6;73.9;418.74;154.39;0.312;15.62;25.05;0;162665.1;120711.44;12254.03;283376.53;39 328;50.1;149.97;3624;simulation_utilisateur + repartition_regionale;historique_synthetique;estimation
OFF-2012-17;2012;Atsimo-Andrefana;631811.1;0.0;139722.04;486141.19;3995.74;0.0;1952.13;314.49;1.045;13.38;15.4;0;267737.25;231312.22;20113.45;499049.47;64685.73;57.8;98.68;2378;simulation_utilisateur + repartition_regionale;historique_synthetique;donnee agregee
OFF-2021-02;2021;Vakinankaratra;23745.05;4493.97;0.0;0.0;0.0;8321.65;10929.42;4681.2;1.387;17.27;27.73;0;53436.35;268306.94;30111.35;321743.3;34309.85;67.6;169.16;5058;simulation_utilisateur + repartition_regionale;historique_synthetique;
OFF-2019-12;2019;Alaotra-Mangoro;265614.17;181716.72;292.86;0.0;0.0;56771.32;26833.26;8817.25;1.426;16.53;24.64;0;1654933.95;612205.9;65794.26;2267139.85;351839.4;65.8;148.35;4510;simulation_utilisateur + repartition_regionale;historique_synthetique;
OFF-2024-06;2024;Amoron'i Mania;17307.97;15815.71;254.65;0.0;0.0;0.0;1237.61;496.85;1.494;19.22;30.22;1;22533.23;28377.21;3545.13;50910.44;6962.99;63.5;219.6;6236;estimation_synthetique_calibree;historique_synthetique;donnee agregee
OFF-2016-10;2016;Atsinanana;152516.22;148970.48;0.0;0.0;0.0;0.0;3545.74;540.15;0.316;14.35;21.35;0;178645.26;183387.58;17104.63;362032.84;46181.94;62.4;116.76;3207;simulation_utilisateur + repartition_regionale;historique_synthetique;
OFF-2017-09;2017;Atsimo-Atsinanana;117025.56;116537.35;0.0;-;0.0;73.23;414.98;135.99;0.283;14.64;23.2;0;124289.71;93810.03;8925.36;218099.73;29690.94;65.3;142.2;3420;simulation_utilisateur + repartition_regionale;historique_synthetique;estimation
OFF-2023-19;2023;Anosy;163875.18;71603.0;4342.13;86039.58;0.0;0.0;1890.48;646.94;1.525;18.91;27.81;0;62146.11;62887.08;7730.91;125033.18;17525.65;49.8;220.04;6243;estimation_synthetique_calibree;historique_synthetique;a verifier
OFF-2006-13;2006;Boeny;159978.61;0.0;133091.28;0.0;26624.4;92.02;170.9;160.78;0.272;9.87;7.45;0;220073.71;142094.54;9118.9;362168.25;47090.77;30.3;55.53;1428;simulation_utilisateur + repartition_regionale;historique_synthetique;estimation
OFF-2018-19;2018;Anosy;181493.33;79248.39;4718.51;96149.25;0.0;0.0;1377.18;206.76;1.671;15.15;23.68;0;94032.43;78116.95;7693.28;172149.38;23234.32;50.0;139.16;3841;simulation_utilisateur + repartition_regionale;historique_synthetique;
OFF-2018-22;2018;SAVA;311634.36;305180.34;5102.56;0.0;768.13;87.5;495.82;146.26;1.489;15.5;22.92;0;518745.0;354543.34;35723.86;873288.34;122667.67;65.9;152.01;3896;simulation_utilisateur + repartition_regionale;historique_synthetique;estimation
OFF-2004-09;2004;Atsimo-Atsinanana;129629.12;129523.84;0.0;0.0;0.0;15.79;89.49;92.61;0.359;8.64;3.73;0;167982.81;110115.63;6185.81;278098.44;35309.27;60.7;44.01;1338;simulation_utilisateur + repartition_regionale;historique_synthetique;a verifier
OFF-2011-08;2011;Ihorombe;62742.1;55934.43;6507.19;0.0;0.0;45.07;255.41;153.77;1.055;12.34;27.47;0;67316.38;55199.33;4427.75;122515.71;15747.7;68.1;76.23;2288;simulation_utilisateur + repartition_regionale;historique_synthetique;
OFF-2010-15;2010;Betsiboka;28838.92;5846.97;21449.96;0.0;0.41;794.82;746.76;344.62;0.332;12.19;15.58;0;49583.03;51869.09;4108.73;101452.11;12294.11;69.9;72.16;2161;simulation_utilisateur + repartition_regionale;historique_synthetique;a verifier
OFF-2028-12;2028;Alaotra-Mangoro;284605.44;154181.02;253.2;0.0;0.0;88392.19;41779.03;33844.42;1.267;21.85;36.53;1;2425824.97;550573.47;78198.88;2976398.44;500771.58;ND;299.92;9655;projection_scenario_tendanciel;projection_scenario;source secondaire
OFF-2023-21;2023;DIANA;239945.08;144002.92;47037.3;0.0;18504.01;30400.85;0.0;7610.0;1.325;22.84;50.62;22;1116070.59;200424.26;29753.44;1316494.85;225290.53;46.8;250.46;5728;GIZ_PAGE2_2024 + estimation_synthetique;historique_synthetique;a verifier
OFF-2019-11;2019;Analanjirofo;319658.26;318980.47;71.78;0.0;0.0;90.9;515.11;155.07;1.597;16.93;24.31;0;299111.56;204302.22;22476.47;503413.78;72270.79;68.5;167.7;4564;simulation_utilisateur + repartition_regionale;historique_synthetique;donnee agregee
OFF-2029-20;2029;Menabe;264169.98;0.0;250571.25;0.0;12075.47;228.49;1294.77;507.02;0.784;22.33;37.62;2;71869.03;83020.85;12047.52;154889.88;22815.39;50.5;409.38;8953;projection_scenario_tendanciel;projection_scenario;donnee agregee
OFF-2010-17;2010;Atsimo-Andrefana;649950.19;0.0;141589.78;502643.76;3953.52;0.0;1763.13;360.08;0.659;12.4;13.92;0;283168.99;225129.9;18146.41;508298.89;65850.47;55.1;76.6;2078;simulation_utilisateur + repartition_regionale;historique_synthetique;a verifier
OFF-2010-14;2010;Sofia;275503.37;176136.99;83666.01;0.0;-;37.13;210.39;164.44;0.347;11.63;11.49;0;681594.74;520193.47;39327.06;1201788.21;154935.24;61.8;72.33;2176;simulation_utilisateur + repartition_regionale;historique_synthetique;
OFF-2003-12;2003;Alaotra-Mangoro;262485.91;213031.49;322.41;0.0;0.0;33362.87;15769.14;5650.32;0.538;8.33;3.41;0;1418110.89;719197.22;38958.91;2137308.11;287206.26;64.6;47.38;1220;simulation_utilisateur + repartition_regionale;historique_synthetique;estimation
OFF-2025-22;2025;SAVA;273229.67;266817.51;4551.82;0.0;710.77;172.44;977.13;511.66;1.195;20.29;33.69;1;253956.0;283978.43;37447.28;537934.43;76418.85;70.3;247.61;7061;projection_scenario_tendanciel;projection_scenario;donnee agregee
OFF-2021-18;2021;Androy;141230.09;0.0;2054.38;138421.04;2.08;0.0;752.6;341.3;1.809;17.58;29.02;0;50914.45;56383.44;6442.75;107297.89;14447.65;84.6;186.95;5564;simulation_utilisateur + repartition_regionale;historique_synthetique;
OFF-2004-19;2004;Anosy;213282.28;92082.58;5155.66;115399.31;0.0;0.0;644.73;132.71;0.352;8.48;6.23;0;146109.97;114047.9;6286.74;260157.87;31454.92;48.4;44.34;1138;simulation_utilisateur + repartition_regionale;historique_synthetique;donnee agregee
OFF-2008-17;2008;Atsimo-Andrefana;659767.98;0.0;143 223;510933.4;3975.86;0.0;1635.76;189.19;0,45;10.32;13.23;0;320718.67;236969.61;15892.77;557688.27;70761.43;54.4;59.48;1784;simulation_utilisateur + repartition_regionale;historique_synthetique;
OFF-2025-12;2025;Alaotra-Mangoro;274602.97;161768.36;264.9;0.0;0.0;76439.96;36129.75;28592.87;1.196;19.75;32.89;1;2137028.87;570908.34;73306.81;2707937.21;444776.78;60.9;271.51;6666;projection_scenario_tendanciel;projection_scenario;source secondaire
OFF-2012-05;2012;Haute Matsiatra;59188.08;37287.72;1344.43;0.0;0.0;18094.61;2461.32;2412.74;0.942;12.46;16.51;0;185437.89;120467.5;9760.09;305905.39;41382.09;74.3;89.01;2323;simulation_utilisateur + repartition_regionale;historique_synthetique;a verifier
OFF-2025-04;2025;Bongolava;5046.71;0.0;3072.0;0.0;0.0;0.0;1974.71;598.2;1.029;19.14;34.29;1;2637.57;18699.61;2326.54;21337.18;2382.53;77.8;284.51;7394;projection_scenario_tendanciel;projection_scenario;donnee agregee
OFF-2010-01;2010;Analamanga;66112.35;19462.0;414.0;0.0;0.0;247.43;45988.92;7127.1;0.55;12.43;11.83;0;380757.32;1624249.14;131222.81;2005006.46;176139.02;18.8;77.92;1808;simulation_utilisateur + repartition_regionale;historique_synthetique;a verifier
OFF-2030-20;2030;Menabe;260179.63;0.0;246679.08;0.0;11891.47;241.36;1367.72;500.1;0.857;22.37;41.98;2;63382.92;79099.82;11500.01;142482.74;20838.94;49.9;398.86;10747;projection_scenario_tendanciel;projection_scenario;
OFF-2005-22;2005;SAVA;353345.59;346986.93;5486.62;0.0;746.41;18.84;106.78;88.64;0.385;8.52;7.41;0;677763.85;495593.44;27452.8;1173357.29;144508.79;67.8;47.69;1447;Etude_JariAla_2005 + simulation_utilisateur;historique_synthetique;a verifier
OFF-2030-13;2030;Boeny;137641.51;0.0;110585.12;0.0;24251.03;981.87;1823.48;999.74;0.846;25.34;58.7;16;90817.61;86630.63;14270.01;177448.24;28048.58;29.3;380.67;9040;projection_scenario_tendanciel;projection_scenario;source secondaire
OFF-2025-21;2025;DIANA;236580.65;138851.02;45480.7;0.0;17982.87;34266.05;0.0;10577.1;1.163;24.17;52.04;23;1330135.5;192329.54;30220.55;1522465.04;264205.24;48.1;245.4;6814;projection_scenario_tendanciel;projection_scenario;
OFF-2015-12;2015;Alaotra-Mangoro;260046.3;193019.32;296.43;0.0;0.0;45313.08;21417.46;9461.8;0.492;14.63;19.1;0;1680787.11;627601.99;59677.23;2308389.1;351477.01;67.3;121.51;3131;simulation_utilisateur + repartition_regionale;historique_synthetique;donnee agregee
OFF-2003-15;2003;Betsiboka;29373.57;6069.26;22089.67;0.0;0.42;626.03;588.18;172.36;0.415;8.08;7.99;0;56962.44;54884.99;2883.7;111847.43;12617.88;69.1;45.99;1198;;historique_synthetique;a verifier
OFF-2008-22;2008;sava;346456.99;340125.8;5402.71;0.0;741.13;28.1;159.25;85.84;0.657;10.64;11.68;0;700426.57;473249.81;32735.82;1173676.37;152920.15;65.3;70.98;1894;simulation_utilisateur + repartition_regionale;historique_synthetique;
OFF-2030-06;2030;Amoron'i Mania;16415.56;14324.36;231.79;0.0;0.0;0.0;1859.41;591.6;1.237;22.98;40.49;2;19439.13;23598.43;3524.96;43037.56;6389.51;64.0;355.58;10490;projection_scenario_tendanciel;projection_scenario;estimation
OFF-2018-09;2018;Atsimo-Atsinanana;113738.2;113154.41;0.0;0.0;0.0;87.57;496.22;130.63;1.475;16.72;26.08;0;110014.47;81023.51;8806.69;191037.97;27024.09;62.4;139.91;3854;simulation_utilisateur + repartition_regionale;historique_synthetique;a verifier
OFF-2022-09;2022;Atsimo-Atsinanana;105486.49;104626.17;0.0;0.0;0.0;129.05;731.27;460.88;1.421;17.42;27.06;0;73015.65;70258.37;7953.85;143274.02;19664.97;60.2;229.93;5578;estimation_synthetique_calibree;historique_synthetique;source secondaire
OFF-2018-06;2018;Amoron'i Mania;18792.1;17752.34;280.53;0.0;0.0;0.0;759.23;159.93;1.333;16.24;24.84;0;42133.9;35713.86;3770.71;77847.76;10676.08;65.5;157.85;4240;simulation_utilisateur + repartition_regionale;historique_synthetique;estimation
OFF-2017-07;2017;Vatovavy-Fitovinany;75984.38;75329.87;0.0;0.0;0.0;0.0;654.51;164.04;0.42;16.45;23.31;0;103276.1;80277.38;8581.22;183553.47;25626.3;83.4;131.56;3806;simulation_utilisateur + repartition_regionale;historique_synthetique;a verifier
OFF-2028-03;2028;Itasy;2763.33;11.75;12.91;0.0;0.0;0.0;2738.67;746.49;0.885;20.81;34.39;1;225.52;74365.02;10057.03;74590.54;8287.36;47.6;359.07;8758;projection_scenario_tendanciel;projection_scenario;
OFF-2021-22;2021;SAVA;293900.68;287515.88;4869.54;0.0;750.38;114.73;650.15;406.68;1.489;18.36;27.72;0;313075.17;340528.19;40631.78;653603.36;89671.59;-70.1;204.23;4787;simulation_utilisateur + repartition_regionale;historique_synthetique;estimation
OFF-2012-11;2012;Analanjirofo;349275.51;348880.56;75.41;0.0;0.0;47.93;271.61;151.24;0.949;12.02;19.26;0;309370.05;242685.76;18962.31;552055.81;71235.7;70.1;85.23;2318;simulation_utilisateur + repartition_regionale;historique_synthetique;
OFF-2014-01;2014;Analamanga;72619.13;18525.69;401.33;0.0;0.0;287.33;53404.77;7364.54;1.039;14.9;21.18;0;406285.68;1699211.38;164601.48;2105497.06;208104.64;21.3;115.27;2652;simulation_utilisateur + repartition_regionale;historique_synthetique;
OFF-2011-19;2011;Anosy;200920.2;87054.72;4971.98;107963.54;0.0;0.0;929.97;224.94;1.107;12.16;14.33;0;110879.52;98680.17;7802.28;209559.69;26356.19;51.0;81.77;2164;simulation_utilisateur + repartition_regionale;historique_synthetique;
OFF-2025-03;2025;Itasy;2310.91;12.31;13.5;0.0;0.0;0.0;2285.11;;1.12;19.67;33.73;1;223.33;62536.39;7995.88;62759.72;6596.82;54.3;293.94;6941;projection_scenario_tendanciel;projection_scenario;
OFF-2012-04;2012;Bongolava;4285.97;0.0;3425.73;0.0;0.0;0.0;860.24;227.41;0,79;12.25;14.5;0;3867.04;18965.03;1510.41;22832.08;1934.6;80.7;90.42;2683;simulation_utilisateur + repartition_regionale;historique_synthetique;source secondaire
OFF-2016-15;2016;Betsiboka;27822.95;5532.87;20390.37;0.0;0.39;979.26;920.05;287.89;0.467;16.04;23.64;0;45635.04;47583.89;4960.02;93218.93;12281.53;65.6;114.43;3344;simulation_utilisateur + repartition_regionale;historique_synthetique;donnee agregee
OFF-2006-07;2006;Vatovavy-Fitovinany;82994.25;82709.45;0.0;0.0;0.0;0.0;284.81;109.17;0.469;9.36;9.44;0;130009.1;96140.24;5846.18;226149.35;28195.5;78.4;51.58;1438;simulation_utilisateur + repartition_regionale;historique_synthetique;estimation
OFF-2022-05;2022;Haute Matsiatra;62721.68;32166.0;1219.97;0.0;0.0;25823.12;3512.59;6845.43;1.572;17.96;28.02;0;238458.94;103815.29;12116.13;342274.23;52857.84;67.9;228.82;5781;estimation_synthetique_calibree;historique_synthetique;
OFF-2025-08;2025;Ihorombe;51940.83;45226.29;5572.28;0.0;0.0;171.34;970.93;503.48;1.207;20.07;30.39;1;34423.6;38029.06;4960.99;72452.66;10264.26;71.1;286.04;6919;projection_scenario_tendanciel;projection_scenario;estimation
OFF-2013-15;2013;Betsiboka;28694.16;5703.66;21179.43;0.0;0.42;933.55;877.1;366.9;0.765;12.57;17.3;0;49118.91;49024.96;4006.74;98143.87;12126.93;66.5;99.29;2581;simulation_utilisateur + repartition_regionale;historique_synthetique;
OFF-2000-08;2000;Ihorombe;66894.32;60043.35;6827.93;0.0;0.0;3.46;19.58;100.0;0.343;7;0,55;0;80174.65;64 089;2916.05;144263.65;16822.6;69.8;40;970;simulation_utilisateur + repartition_regionale;historique_synthetique;source secondaire
OFF-2027-05;2027;Haute Matsiatra;66451.56;29451.26;1125.05;0.0;;31579.62;4295.62;7078.0;1.249;21.81;35.02;;203945.34;104081.75;14756.45;308027.1;48810.45;66.9;337.65;8297;projection_scenario_tendanciel;projection_scenario;
OFF-2026-14;2026;Sofia;230070.12;142202.29;71803.74;0.0;14818.76;186.8;1058.53;559.81;1.022;20.1;33.89;1;n/a;332085.33;43381.42;644664.83;91837.07;63.6;278.69;7345;projection_scenario_tendanciel;projection_scenario;source secondaire
OFF-2004-15;2004;Betsiboka;29313.6;6041.71;22010.53;0.0;0.42;650.13;610.82;209.11;0.465;n/a;6.51;0;62228.88;57797.45;2832.81;120026.33;13524.1;69.7;42.51;1199;simulation_utilisateur + repartition_regionale;historique_synthetique;donnee agregee
OFF-2027-01;2027;Analamanga;107509.38;14995.74;342.29;0.0;0.0;493.25;91678.1;21566.1;;20.58;33.87;1;718273.87;1994948.68;266868.62;2713222.54;348121.56;19.7;343.12;7431;projection_scenario_tendanciel;projection_scenario;
OFF-2003-20;2003;Menabe;317237.81;0.0;303961.05;0.0;13190.49;12.94;73.33;94.88;0.385;7.03;6.34;0;202771.74;142856.54;6524.03;345628.28;41848.62;48.4;45,50;1105;simulation_utilisateur + repartition_regionale;historique_synthetique;a verifier
OFF-2000-18;2000;Androy;189356.86;0.0;2433.62;186899.07;2.11;0.0;22.05;82.99;0.564;7;0.87;0;113136.88;90895.62;4135.75;204032.5;23755.95;79.9;40;987;simulation_utilisateur + repartition_regionale;historique_synthetique;estimation
OFF-2024-13;2024;Boeny;149078.07;0.0;120921.37;0.0;26359.93;628.87;1167.9;817.44;0.954;22.13;47.93;14;118508.08;104698.12;15062.77;ND;33682.93;29.3;217.23;6009;GIZ_PAGE2_2024 + estimation_synthetique;historique_synthetique;
OFF-2029-08;2029;Ihorombe;49227.5;42433.19;5245.08;0.0;0.0;232.39;1316.85;568.04;0.985;21.98;39.32;2;28336.78;34334.78;4905.42;62671.56;9123.07;70.6;402.82;9523;projection_scenario_tendanciel;projection_scenario;
OFF-2011-04;2011;Bongolava;4261.12;0.0;3452.13;0.0;0.0;0.0;808.99;219.93;0.585;11.44;14.71;0;3830.52;17 837;1326.81;21 668;1777.48;81.0;92.91;2227;simulation_utilisateur + repartition_regionale;historique_synthetique;
OFF-2001-06;2001;Amoron'i Mania;21109.62;20639.98;306.93;0.0;0.0;0.0;162.71;100.22;0.429;7;3.97;0;58372.65;46281.27;2105.8;104653.92;12233.83;60.9;40;1060;simulation_utilisateur + repartition_regionale;historique_synthetique;donnee agregee
OFF-2030-14;2030;Sofia;216684.32;133510.01;67553.47;0.0;13994.88;243.89;1382.07;558.83;0.985;23.24;36.85;1;257696.0;299704.68;45268.77;557400.68;83505.67;54.8;424.1;10323;projection_scenario_tendanciel;projection_scenario;
OFF-2016-17;2016;Atsimo-Andrefana;611469.07;0.0;134051.76;471494.95;3784.71;0.0;2137.65;361.77;0.364;14.55;22.41;0;262152.54;219467.74;20757.57;481620.28;64208.67;60.3;115.76;3124;simulation_utilisateur + repartition_regionale;historique_synthetique;
OFF-2020-15;2020;Betsiboka;28352.29;5349.52;20524.17;0.0;0.43;1277.72;1200.46;515.44;1.25;16.58;28.67;0;38318.09;46291.55;4987.55;84609.64;10987.04;71.2;190.52;4766;simulation_utilisateur + repartition_regionale;historique_synthetique;source secondaire
OFF-2000-21;2000;DIANA;264081.34;179413.65;54644.58;0.0;18940.03;11083.08;0.0;1852.17;0.366;7;0.48;0;902977.94;282675.73;12861.75;1185653.67;173082.66;47.5;40;930;simulation_utilisateur + repartition_regionale;historique_synthetique;estimation
OFF-2015-08;2015;Ihorombe;60248.62;53613.51;6206.35;0.0;0.0;64.31;364.45;169.73;0.519;15.36;18.11;0;70914.78;54878.12;5477.81;125792.9;17256.46;73.9;106.74;3097;simulation_utilisateur + repartition_regionale;historique_synthetique;
OFF-2020-04;2020;Bongolava;4687.64;0.0;3315.68;0.0;0.0;0.0;1371.96;383.23;0.949;17.21;25.85;0;3489.99;18391.17;2056.92;21881.16;2314.87;86.9;190.6;4895;simulation_utilisateur + repartition_regionale;historique_synthetique;estimation
OFF-2013-05;2013;Haute Matsiatra;59313.71;36820.79;1331.4;0,00;0.0;18627.69;2533.83;2795.26;1.058;13.82;16.44;0;208038.35;114595.88;10293.06;322634.23;45887.22;69.8;91.24;2526;simulation_utilisateur + repartition_regionale;historique_synthetique;a verifier
OFF-2024-22;2024;SAVA;278320.81;271922.49;4632.23;0.0;721.41;156.7;887.97;452.98;1.408;19.12;29.13;0;270320.3;302214.89;37565.84;572535.19;79461.65;65.5;265.82;55480.0;estimation_synthetique_calibree;historique_synthetique;
OFF-2030-12;2030;Alaotra-Mangoro;290759.73;149312.06;245.37;0.0;0.0;95882.8;45319.5;36001.1;0.995;21.99;40.18;2;2408591.66;545845.27;78031.41;2954436.93;497532.26;70.6;379.37;11201;projection_scenario_tendanciel;projection_scenario;source secondaire
OFF-2027-15;2027;Betsiboka;26867.74;4756.08;18445.86;0.0;0.39;1889.84;1775.57;919.88;1.029;21.76;36.52;1;26987.23;37202.12;5262.8;64189.35;9173.19;66.6;313.12;8757;projection_scenario_tendanciel;projection_scenario;a verifier
OFF-2006-14;2006;Sofia;281599.46;180545.49;85302.55;0.0;15602.35;22.36;126.72;82.53;0.392;-4.76;7.51;0;ND;564367.39;34913.76;1397721.27;178632.98;61.2;54.48;1380;simulation_utilisateur + repartition_regionale;historique_synthetique;
OFF-2020-02;2020;Vakinankaratra;22803.93;4591.67;0.0;0.0;0.0;7872.6;10339.65;2961.45;1.398;16.79;28.63;;45603.91;288269.3;31468.6;333873.2;34012.95;;157.08;4397;simulation_utilisateur + repartition_regionale;historique_synthetique;
